"ID","Source","Target"
1867,Frederick Mackenzie Skues,Zoological Society
1870,Bath Charles Smart,Royal College of Surgeons
1873,Andrew Smith,Royal Society
1875,Edward Osborne Smith,Royal Geographical Society
1875,Edward Osborne Smith,Statistical Society
1875,Edward Osborne Smith,Institute of Actuaries
1884,Protheroe Smith,Royal College of Physicians
1886,Thomas Smith,Royal College of Physicians
1888,Thomas James Smith,Geological Society
1888,Thomas James Smith,Chemical Society
1892,Worthington George Smith,Linnean Society of London
1892,Worthington George Smith,Society of Antiquaries
1892,Worthington George Smith,Cambrian Archaeological Association
1892,Worthington George Smith,British Mycological Society
1896,John E Smyth,Royal College of Physicians
1896,John E Smyth,Royal College of Surgeons
1899,Frederick Snaith,Camden Society
1902,Samuel Solly,Royal Society
1902,Samuel Solly,Medical and Chirurgical Society of London
1902,Samuel Solly,Royal College of Surgeons
1903,Samuel Reynolds Solly,Royal Society
1903,Samuel Reynolds Solly,Society of Antiquaries
1903,Samuel Reynolds Solly,"Society for the Encouragement of Arts, Manufactures and Commerce"
1905,Philip Southby,Geological Society
1905,Philip Southby,Zoological Society
1909,Henry King Spark,North of England Institute of Mining and Mechanical Engineers
1909,Henry King Spark,"Society for the Encouragement of Arts, Manufactures and Commerce"
1914,William Spence,Royal Society
1916,William Henry Spencer,Geological Society
1918,Edward Spooner,Royal Horticultural Society of London
1918,Edward Spooner,Royal Asiatic Society
1919,William Spottiswoode,Royal Society
1919,William Spottiswoode,"Society for the Encouragement of Arts, Manufactures and Commerce"
1920,T B Sprague,Institute of Actuaries
1920,T B Sprague,Royal Society of Edinburgh
1920,T B Sprague,Edinburgh Mathematical Society
1922,Francis R Spry,Geological Society
1922,Francis R Spry,Royal Geographical Society
1923,Flaxman Spurrell,Royal College of Physicians Edinburgh
1923,Flaxman Spurrell,Kent Archaeological Society
1923,Flaxman Spurrell,"Society for the Encouragement of Arts, Manufactures and Commerce"
1924,Ephraim George Squier,American Ethnological Society
1924,Ephraim George Squier,Smithsonian Institution
1926,George St Clair,Geological Society
1926,George St Clair,Society for Biblical Archaeology
1926,George St Clair,Society of Authors
1931,Spencer St John,Royal Geographical Society
1936,William Edward Stanbridge,Philosophical Institute of Victoria
1943,Japetus Steenstrup,Geological Society
1946,Charles Stenning,"Royal Society for the Encouragement of Arts, Manufactures and Commerce"
1947,William Frederick Cowell Stepney,Anthropological Society of Paris
1947,William Frederick Cowell Stepney,Geological Society
1952,Alexander Patrick Stewart,Medical and Chirurgical Society of London
1960,William Story,Royal College of Surgeons
1963,x Strangford,Royal Asiatic Society
1972,John James Sturz,Geological Society
1974,Peter Cormac Sutherland,Royal College of Surgeons Edinburgh
1976,George Suttor,Linnean Society of London
1976,George Suttor,Royal Geographical Society
1987,J A Symonds,Royal Society
1987,J A Symonds,Royal College of Physicians
1988,William Samuel Symonds,Geological Society
1989,Francis Tagart,Royal Geographical Society
1991,Lawson Tait,Royal College of Surgeons
1991,Lawson Tait,Medical and Chirurgical Society of London
1992,Robert Tait,Zoological Society
1992,Robert Tait,"Society for the Encouragement of Arts, Manufactures and Commerce"
1993,James Talbot de Malahide,Royal Society
1993,James Talbot de Malahide,Society of Antiquaries
1996,Alexander Norman Tate,Chemical Society
1997,George Tate,Geological Society
1997,George Tate,Society of Antiquaries of Scotland
1999,Ralph (1) Tate,Geological Society
2000,Thomas (1) Tate,Hastings and St Leonard's Philosophical Society
2001,Thomas (2) Tate,Royal College of Surgeons
2001,Thomas (2) Tate,Royal Astronomical Society
2004,E B Tawney,Geological Society
2014,John Tennant,Royal Society
2016,Frederick Theed,Royal College of Surgeons
2016,Frederick Theed,British Medical Association
2016,Frederick Theed,Sydenham Society
2016,Frederick Theed,Cambrian Archaeological Society
2017,"William, Jun Theobald",Geological Society
2019,Connop Thirlwall,Royal Society of Literature
2019,Connop Thirlwall,Royal Geographical Society
2019,Connop Thirlwall,Geological Society
2019,Connop Thirlwall,"Society for the Encouragement of Arts, Manufactures and Commerce"
2033,John Thomson,Royal Geographical Society
2036,J  T Thresh,Royal Geographical Society
2037,John Thrupp,Royal Geographical Society
2039,John Thurnam,Society of Antiquaries
2039,John Thurnam,Royal College of Surgeons
2039,John Thurnam,Royal College of Physicians
2039,John Thurnam,Medico Psychological Association
2039,John Thurnam,Anthropological Society of Paris
2040,Richard Hill Tiddeman,Geological Society
2042,Samuel Timmins,Royal Geographical Society
2042,Samuel Timmins,Royal Society of Literature
2046,John Tolhurst,Society of Antiquaries
2046,John Tolhurst,Folklore Society
2050,William Tooke,Society of Arts
2050,William Tooke,Royal Society of Literature
2050,William Tooke,Society for the Diffusion of Useful Knowledge
2050,William Tooke,Royal Society
2050,William Tooke,"Society for the Encouragement of Arts, Manufactures and Commerce"
2057,William Travers,Royal College of Surgeons
2057,William Travers,Royal College of Physicians
2059,Arthur Trevelyan,Somersetshire Archaeological and Natural History Society
2059,Arthur Trevelyan,"Society for the Encouragement of Arts, Manufactures and Commerce"
2065,Gregory Tschurowsky,Societe des Amis de la Nature of Moscow
2067,Thomas Harrington Tuke,Medico Psychological Association
2067,Thomas Harrington Tuke,Royal College of Physicians Edinburgh
2067,Thomas Harrington Tuke,Royal College of Surgeons
2069,Arthur Chilver Tupper,Society of Antiquaries
2069,Arthur Chilver Tupper,British Archaeological Association
2074,William Wadden Turner,American Ethnological Society
2086,John Ussher,Royal Geographical Society
2088,J J C Valpy,Society of Biblical Archaeology
2092,William Sandys Wright Vaux,Society of Antiquaries
2092,William Sandys Wright Vaux,Numismatic Society
2092,William Sandys Wright Vaux,Royal Society of Literature
2092,William Sandys Wright Vaux,Royal Society
2093,Gonzalez Velasco,Sociedad Antropologica Espanola
2094,George Venables Vernon,Royal Academy of Sciences
2094,George Venables Vernon,Meteriological Society Scotland
2094,George Venables Vernon,Meteriological Society of France
2095,Paul Vibraye,Geological Society
2097,Edouard J Villin,Royal Society of Literature
2110,Cornelius Walford,Statistical Society
2110,Cornelius Walford,"Society for the Encouragement of Arts, Manufactures and Commerce"
2113,Charles Pyndar Beauchamp Walker,Royal Geographical Society
2115,George Walker,Royal College of Surgeons
2115,George Walker,Royal Historical and Archaeological Association of Ireland
2116,James Walker,Royal Society
2116,James Walker,"Society for the Encouragement of Arts, Manufactures and Commerce"
2120,Thomas Walker,Linnean Society of London
2121,Alfred Russel Wallace,Royal Society
2121,Alfred Russel Wallace,Linnean Society of London
2121,Alfred Russel Wallace,Royal Geographical Society
2121,Alfred Russel Wallace,Zoological Society
2121,Alfred Russel Wallace,Society for Psychical Research
2121,Alfred Russel Wallace,Entomological Society of London
2125,J W Walton,British Archaeological Association
2125,J W Walton,Royal Geographical Society
2125,J W Walton,Zoological Society
2127,James Alfred Wanklyn,Chemical Society
2132,Samuel Hibbert Ware,Royal Society of Edinburgh
2132,Samuel Hibbert Ware,Society of Scottish Antiquarians
2132,Samuel Hibbert Ware,Philosophical Society of Manchester
2137,Richard Archer Warwick,Royal College of Physicians
2138,Buchanan Washbourn,Royal College of Physicians
2138,Buchanan Washbourn,Statistical Society
2140,George Waterhouse,Zoological Society
2144,John King Watts,Royal Geographical Society
2145,Andrew Scott Waugh,Royal Society
2160,Champion Wetton,Royal Geographical Society
2163,James Whishaw,Society of Antiquaries
2172,Henry Whitfeld,Royal College of Surgeons
2172,Henry Whitfeld,"Society for the Encouragement of Arts, Manufactures and Commerce"
2184,John Gardner Wilkinson,Royal Society
2186,William Martin Wilkinson,Swedenborg Society
2195,John Wilkins Williams,Royal College of Surgeons
2196,S W D Williams,Royal College of Physicians
2196,S W D Williams,Medico Psychological Association
2197,Thomas Williams,Royal Society
2197,Thomas Williams,Linnean Society of London
2204,Daniel Wilson,Royal Society of Canada
2204,Daniel Wilson,Royal Canadian Institute
2204,Daniel Wilson,Society of Antiquaries of Scotland
2207,J  Spotswood Wilson,Geological Society
2207,J  Spotswood Wilson,Royal Geographical Society
2212,William Newton Wilson,"Society for the Encouragement of Arts, Manufactures and Commerce"
2213,Alfred Wiltshire,Royal College of Physicians
2215,Alfred Tubb Windus,Royal Geographical Society
2216,Benjamin Robert Winthrop,New York Historical Society
2216,Benjamin Robert Winthrop,New York Institute for the Deaf and Dumb
2217,Henry Hoyte Winwood,Geological Society
2217,Henry Hoyte Winwood,Bath Royal Literary and Scientific Institution
2217,Henry Hoyte Winwood,Somersetshire Archaeological and Natural History Society
2217,Henry Hoyte Winwood,Bath Natural History Society
2218,Thomas Alexander Wise,Society of Antiquaries of Scotland
2218,Thomas Alexander Wise,Medical and Chirurgical Society of London
2218,Thomas Alexander Wise,Zoological Society
2218,Thomas Alexander Wise,Philomatic Society of Paris
2219,George Witt,Royal Society
2221,James Wodderspoon,Surrey Archaeological Society
2225,Edward Wood,Geological Society
2225,Edward Wood,Leeds Philosophical and Literary Society
2229,John George Wood,Linnean Society of London
2231,Samuel Wood,Society of Antiquaries
2231,Samuel Wood,Numismatic Society
2231,Samuel Wood,Historic Society of Lancashire and Cheshire
2231,Samuel Wood,British Archaeological Association
2234,Charles H L Woodd,Geological Society
2234,Charles H L Woodd,"Society for the Encouragement of Arts, Manufactures and Commerce"
2236,Joseph Hardman Worrall,Bacup Natural History Society
2238,Ferdinand Von Wrangell,Saint Petersburg Academy of Sciences
2238,Ferdinand Von Wrangell,Russian Geographic Society
2239,William Wray,Institution of Mechanical Engineers
2244,Thomas Wright,Society of Antiquaries
2244,Thomas Wright,Institute of France
2245,William Cort Wright,Manchester Literary and Philosophical Society
2245,William Cort Wright,Chemical Society
2252,W  Holt Yates,Royal College of Physicians
2258,Robert Younge,York Philosphical Society
2258,Robert Younge,Linnean Society of London
